mRefOrder	surface	out2ref	language	lemma3	HebforeignKey	foreignKey	seg-pref+suff	help	PREFIX	conj	rel	temp	adv	prep	interrog	art	MAIN	POS	binyan	verbalroot	passive	Pers	Gen	Num	Tense	Status	function	suffix	Pers	Gen	Num
17500	מכורין	ref.4.3.4.7.33	heb	מכור_1	מכור_1_ADJECTIVE	mkwr_1_ADJECTIVE	מכורין	kwl_1_PRONOUN									מכורין	ADJECTIVE	paal	מכר	passive		m	pl		abs					
17501	רבן	ref.4.3.4.7.34	heb	רבן_1	רבן_1_TITULAR	rbN_1_TITULAR	רבן	mkwr_1_ADJECTIVE									רבן	TITULAR					m	sg							
17502	שמעון	ref.4.3.4.7.35	heb	שמעון_1	שמעון_1_PROPERNAME	SmewN_1_PROPERNAME	שמעון	rbN_1_TITULAR									שמעון	PROPERNAME													
17503	בן	ref.4.3.4.7.36	heb	בן_1	בן_1_NOUN	bN_1_NOUN	בן	SmewN_1_PROPERNAME									בן	NOUN					m	sg		cstr					
17504	גמליאל	ref.4.3.4.7.37	heb	גמליאל_1	גמליאל_1_PROPERNAME	gmlyal_1_PROPERNAME	גמליאל	bN_1_NOUN									גמליאל	PROPERNAME					m	sg							
17505	אומר	ref.4.3.4.7.38	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	gmlyal_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
17506	המוכר	ref.4.3.4.7.39	heb	מכר_1	מכר_1_PARTICIPLE	mkr_1_PARTICIPLE	ה-מוכר	amr_1_VERB	ה-							ה	מוכר	PARTICIPLE	paal	מכר			m	sg		abs					
17507	את	ref.4.3.4.7.40	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_PARTICIPLE									את	AT_PREP													
17508	העיר	ref.4.3.4.7.41	heb	עיר_1	עיר_1_NOUN	eyr_1_NOUN	ה-עיר	at_1_AT_PREP	ה-							ה	עיר	NOUN					f	sg		abs					
17509	מכר	ref.4.3.4.7.42	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	eyr_1_NOUN									מכר	VERB	paal	מכר		3	m	sg	PAST						
17510	את	ref.4.3.4.7.43	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_VERB									את	AT_PREP													
17511	הסנטר	ref.4.3.4.7.44	heb	סנטר_1	סנטר_1_NOUN	snTr_1_NOUN	ה-סנטר	at_1_AT_PREP	ה-							ה	סנטר	NOUN					m	sg		abs					
17512	המוכר	ref.4.3.4.8.1	heb	מכר_1	מכר_1_PARTICIPLE	mkr_1_PARTICIPLE	ה-מוכר	snTr_1_NOUN	ה-							ה	מוכר	PARTICIPLE	paal	מכר			m	sg		abs					
17513	את	ref.4.3.4.8.2	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_PARTICIPLE									את	AT_PREP													
17514	השדה	ref.4.3.4.8.3	heb	שדה_1	שדה_1_NOUN	Sdh_1_NOUN	ה-שדה	at_1_AT_PREP	ה-							ה	שדה	NOUN					mf	sg		abs					
17515	מכר	ref.4.3.4.8.4	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	Sdh_1_NOUN									מכר	VERB	paal	מכר		3	m	sg	PAST						
17516	את	ref.4.3.4.8.5	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	mkr_1_VERB									את	AT_PREP													
17517	האבנים	ref.4.3.4.8.6	heb	אבן_1	אבן_1_NOUN	abN_1_NOUN	ה-אבנים	at_1_AT_PREP	ה-							ה	אבנים	NOUN					f	pl		abs					
17518	שהם	ref.4.3.4.8.7	heb	הם_1	הם_1_PRONOUN	hM_1_PRONOUN	ש-הם	abN_1_NOUN	ש-		ש						הם	PRONOUN				3	m	pl							
17519	לצורכה	ref.4.3.4.8.8	heb	צורך_1	צורך_1_NOUN	cwrK_1_NOUN	ל-צורכ+ה	hM_1_PRONOUN	ל-					ל			צורכ	NOUN					m	sg		abs	poss	ה	3	f	sg
17520	ואת	ref.4.3.4.8.9	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	ו-את	cwrK_1_NOUN	ו-							ו	את	AT_PREP													
17521	הקנים	ref.4.3.4.8.10	heb	קנה_1	קנה_1_NOUN	qnh_1_NOUN	ה-קנים	at_1_AT_PREP	ה-							ה	קנים	NOUN					m	pl		abs					
17522	שבכרם	ref.4.3.4.8.11	heb	כרם_1	כרם_1_NOUN	krM_1_NOUN	ש-ב-ה-כרם	qnh_1_NOUN	ש-ב-ה-		ש			ב		ה	כרם	NOUN					m	sg		abs					
17523	שהם	ref.4.3.4.8.12	heb	הם_1	הם_1_PRONOUN	hM_1_PRONOUN	ש-הם	krM_1_NOUN	ש-		ש						הם	PRONOUN				3	m	pl							
17524	לצורכו	ref.4.3.4.8.13	heb	צורך_1	צורך_1_NOUN	cwrK_1_NOUN	ל-צורכ+ו	hM_1_PRONOUN	ל-					ל			צורכ	NOUN					m	sg		abs	poss	ו	3	m	sg
17525	ואת	ref.4.3.4.8.14	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	ו-את	cwrK_1_NOUN	ו-							ו	את	AT_PREP													
17526	התבואה	ref.4.3.4.8.15	heb	תבואה_1	תבואה_1_NOUN	tbwah_1_NOUN	ה-תבואה	at_1_AT_PREP	ה-							ה	תבואה	NOUN					f	sg		abs					
17527	שהיא	ref.4.3.4.8.16	heb	הוא_1	הוא_1_PRONOUN	hwa_1_PRONOUN	ש-היא	tbwah_1_NOUN	ש-		ש						היא	PRONOUN				3	f	sg							
17528	מחוברת	ref.4.3.4.8.17	heb	מחובר_1	מחובר_1_ADJECTIVE	mHwbr_1_ADJECTIVE	מחוברת	hwa_1_PRONOUN									מחוברת	ADJECTIVE	pual	חבר			f	sg		abs					
17529	לקרקע	ref.4.3.4.8.18	heb	קרקע_1	קרקע_1_NOUN	qrqe_1_NOUN	ל-ה-קרקע	mHwbr_1_ADJECTIVE	ל-ה-					ל		ה	קרקע	NOUN					f	sg		abs					
17530	ואת	ref.4.3.4.8.19	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	ו-את	qrqe_1_NOUN	ו-							ו	את	AT_PREP													
17531	מחיצת	ref.4.3.4.8.20	heb	מחצית_1	מחצית_1_QUANTIFIER	mHcyt_1_QUANTIFIER	מחיצת	at_1_AT_PREP									מחיצת	QUANTIFIER					f	sg		cstr					
17532	הקנים	ref.4.3.4.8.21	heb	קנה_1	קנה_1_NOUN	qnh_1_NOUN	ה-קנים	mHcyt_1_QUANTIFIER	ה-							ה	קנים	NOUN					m	pl		abs					
17533	שהיא	ref.4.3.4.8.22	heb	הוא_1	הוא_1_PRONOUN	hwa_1_PRONOUN	ש-היא	qnh_1_NOUN	ש-		ש						היא	PRONOUN				3	f	sg							
17534	פחותה	ref.4.3.4.8.23	heb	פחות_1	פחות_1_ADJECTIVE	pHwt_1_ADJECTIVE	פחותה	hwa_1_PRONOUN									פחותה	ADJECTIVE					f	sg		abs					
17535	מבית	ref.4.3.4.8.24	heb	בית_1	בית_1_NOUN	byt_1_NOUN	מ-בית	pHwt_1_ADJECTIVE	מ-					מ			בית	NOUN					m	sg		cstr					
17536	רובע	ref.4.3.4.8.25	heb	רובע_1	רובע_1_NUMERAL	rwbe_1_NUMERAL	רובע	byt_1_NOUN									רובע	NUMERAL					m	sg		abs					
17537	ואת	ref.4.3.4.8.26	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	ו-את	rwbe_1_NUMERAL	ו-							ו	את	AT_PREP													
17538	השומרה	ref.4.3.4.8.27	heb	שומרה_1	שומרה_1_NOUN	Swmrh_1_NOUN	ה-שומרה	at_1_AT_PREP	ה-							ה	שומרה	NOUN					f	sg		abs					
17539	שאינה	ref.4.3.4.8.28	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	ש-אינ+ה	Swmrh_1_NOUN	ש-		ש						אינ	COPULA				3	f	sg	PRESENT		pronomial	ה	3	f	sg
17540	עשויה	ref.4.3.4.8.29	heb	עשוי_1	עשוי_1_ADJECTIVE	eSwy_1_ADJECTIVE	עשויה	ayN_1_COPULA									עשויה	ADJECTIVE	paal	עשה	passive		f	sg		abs					
17541	בטיט	ref.4.3.4.8.30	heb	טיט_1	טיט_1_NOUN	TyT_1_NOUN	ב-טיט	eSwy_1_ADJECTIVE	ב-					ב			טיט	NOUN					m	sg		abs					
17542	ואת	ref.4.3.4.8.31	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	ו-את	TyT_1_NOUN	ו-							ו	את	AT_PREP													
17543	החרוב	ref.4.3.4.8.32	heb	חרוב_1	חרוב_1_NOUN	Hrwb_1_NOUN	ה-חרוב	at_1_AT_PREP	ה-							ה	חרוב	NOUN					m	sg		abs					
17544	שאינו	ref.4.3.4.8.33	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	ש-אינ+ו	Hrwb_1_NOUN	ש-		ש						אינ	COPULA				3	m	sg	PRESENT		pronomial	ו	3	m	sg
17545	מורכב	ref.4.3.4.8.34	heb	מורכב_1	מורכב_1_ADJECTIVE	mwrkb_1_ADJECTIVE	מורכב	ayN_1_COPULA									מורכב	ADJECTIVE	hofal	רכב			m	sg		abs					
17546	ואת	ref.4.3.4.8.35	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	ו-את	mwrkb_1_ADJECTIVE	ו-							ו	את	AT_PREP													
17547	בתולת	ref.4.3.4.8.36	heb	בתולה_2	בתולה_2_NOUN	btwlh_2_NOUN	בתולת	at_1_AT_PREP									בתולת	NOUN					f	sg		cstr					
17548	השקמה	ref.4.3.4.8.37	heb	שקמה_1	שקמה_1_NOUN	Sqmh_1_NOUN	ה-שקמה	btwlh_2_NOUN	ה-							ה	שקמה	NOUN					f	sg		abs					
17549	אבל	ref.4.3.4.9.1	heb	אבל_1	אבל_1_CONJUNCTION	abl_1_CONJUNCTION	אבל	Sqmh_1_NOUN									אבל	CONJUNCTION													
17550	לא	ref.4.3.4.9.2	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	abl_1_CONJUNCTION									לא	NEGATION													
17551	מכר	ref.4.3.4.9.3	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	la_1_NEGATION									מכר	VERB	paal	מכר		3	m	sg	PAST						
17552	לא	ref.4.3.4.9.4	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	mkr_1_VERB									לא	NEGATION													
17553	את	ref.4.3.4.9.5	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17554	האבנים	ref.4.3.4.9.6	heb	אבן_1	אבן_1_NOUN	abN_1_NOUN	ה-אבנים	at_1_AT_PREP	ה-							ה	אבנים	NOUN					f	pl		abs					
17555	שאינן	ref.4.3.4.9.7	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	ש-אינ+ן	abN_1_NOUN	ש-		ש						אינ	COPULA				3	f	pl	PRESENT		pronomial	ן	3	f	pl
17556	לצורכה	ref.4.3.4.9.8	heb	צורך_1	צורך_1_NOUN	cwrK_1_NOUN	ל-צורכ+ה	ayN_1_COPULA	ל-					ל			צורכ	NOUN					m	sg		abs	poss	ה	3	f	sg
17557	ולא	ref.4.3.4.9.9	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	ו-לא	cwrK_1_NOUN	ו-	ו							לא	NEGATION													
17558	את	ref.4.3.4.9.10	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17559	הקנים	ref.4.3.4.9.11	heb	קנה_1	קנה_1_NOUN	qnh_1_NOUN	ה-קנים	at_1_AT_PREP	ה-							ה	קנים	NOUN					m	pl		abs					
17560	שבכרם	ref.4.3.4.9.12	heb	כרם_1	כרם_1_NOUN	krM_1_NOUN	ש-ב-ה-כרם	qnh_1_NOUN	ש-ב-ה-		ש			ב		ה	כרם	NOUN					m	sg		abs					
17561	שאינן	ref.4.3.4.9.13	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	ש-אינ+ן	krM_1_NOUN	ש-		ש						אינ	COPULA				3	f	pl	PRESENT		pronomial	ן	3	m	pl
17562	לצורכו	ref.4.3.4.9.14	heb	צורך_1	צורך_1_NOUN	cwrK_1_NOUN	ל-צורכ+ו	ayN_1_COPULA	ל-					ל			צורכ	NOUN					m	sg		abs	poss	ו	3	m	sg
17563	ולא	ref.4.3.4.9.15	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	ו-לא	cwrK_1_NOUN	ו-	ו							לא	NEGATION													
17564	את	ref.4.3.4.9.16	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17565	התבואה	ref.4.3.4.9.17	heb	תבואה_1	תבואה_1_NOUN	tbwah_1_NOUN	ה-תבואה	at_1_AT_PREP	ה-							ה	תבואה	NOUN					f	sg		abs					
17566	שהיא	ref.4.3.4.9.18	heb	הוא_1	הוא_1_PRONOUN	hwa_1_PRONOUN	ש-היא	tbwah_1_NOUN	ש-		ש						היא	PRONOUN				3	f	sg							
17567	תלושה	ref.4.3.4.9.19	heb	תלוש_1	תלוש_1_ADJECTIVE	tlwS_1_ADJECTIVE	תלושה	hwa_1_PRONOUN									תלושה	ADJECTIVE	paal	תלש	passive					abs					
17568	מן	ref.4.3.4.9.20	heb	מן_1	מן_1_PREPOSITION	mN_1_PREPOSITION	מן	tlwS_1_ADJECTIVE									מן	PREPOSITION													
17569	הקרקע	ref.4.3.4.9.21	heb	קרקע_1	קרקע_1_NOUN	qrqe_1_NOUN	ה-קרקע	mN_1_PREPOSITION	ה-							ה	קרקע	NOUN					f	sg		abs					
17570	בזמן	ref.4.3.4.9.22	heb	זמן_1	זמן_1_NOUN	zmN_1_NOUN	ב-זמן	qrqe_1_NOUN	ב-					ב			זמן	NOUN					m	sg		abs					
17571	שאמר	ref.4.3.4.9.23	heb	אמר_1	אמר_1_VERB	amr_1_VERB	ש-אמר	zmN_1_NOUN	ש-		ש						אמר	VERB	paal	אמר		3	m	sg	PAST						
17572	לו	ref.4.3.4.9.24	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	amr_1_VERB									ל	PREPOSITION									pronomial	ו	3	m	sg
17573	היא	ref.4.3.4.9.25	heb	הוא_1	הוא_1_PRONOUN	hwa_1_PRONOUN	היא	l_1_PREPOSITION									היא	PRONOUN				3	f	sg							
17574	וכל	ref.4.3.4.9.26	heb	כול_1	כול_1_QUANTIFIER	kwl_1_QUANTIFIER	ו-כל	hwa_1_PRONOUN	ו-	ו							כל	QUANTIFIER								cstr					
17575	מה	ref.4.3.4.9.27	heb	מה_1	מה_1_PRONOUN	mh_1_PRONOUN	מה	kwl_1_QUANTIFIER									מה	PRONOUN													
17576	שבתוכה	ref.4.3.4.9.28	heb	בתוך_1	בתוך_1_PREPOSITION	btwK_1_PREPOSITION	ש-בתוכ+ה	mh_1_PRONOUN	ש-		ש						בתוכ	PREPOSITION									pronomial	ה	3	f	sg
17577	הרי	ref.4.3.4.9.29	heb	הרי_1	הרי_1_CONJUNCTION	hry_1_CONJUNCTION	הרי	btwK_1_PREPOSITION									הרי	CONJUNCTION													
17578	כולן	ref.4.3.4.9.30	heb	כול_1	כול_1_PRONOUN	kwl_1_PRONOUN	כול+ן	hry_1_CONJUNCTION									כול	PRONOUN								abs	pronomial	ן	3	m	pl
17579	מכורין	ref.4.3.4.9.31	heb	מכור_1	מכור_1_ADJECTIVE	mkwr_1_ADJECTIVE	מכורין	kwl_1_PRONOUN									מכורין	ADJECTIVE	paal	מכר	passive		m	pl		abs					
17580	בין	ref.4.3.4.9.32	heb	בין_1	בין_1_PREPOSITION	byN_1_PREPOSITION	בין	mkwr_1_ADJECTIVE									בין	PREPOSITION													
17581	כך	ref.4.3.4.9.33	heb	כך_1	כך_1_ADVERB	kK_1_ADVERB	כך	byN_1_PREPOSITION									כך	ADVERB													
17582	ובין	ref.4.3.4.9.34	heb	בין_1	בין_1_PREPOSITION	byN_1_PREPOSITION	ו-בין	kK_1_ADVERB	ו-	ו							בין	PREPOSITION													
17583	כך	ref.4.3.4.9.35	heb	כך_1	כך_1_ADVERB	kK_1_ADVERB	כך	byN_1_PREPOSITION									כך	ADVERB													
17584	לא	ref.4.3.4.9.36	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	kK_1_ADVERB									לא	NEGATION													
17585	מכר	ref.4.3.4.9.37	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר	la_1_NEGATION									מכר	VERB	paal	מכר		3	m	sg	PAST						
17586	לא	ref.4.3.4.9.38	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	mkr_1_VERB									לא	NEGATION													
17587	את	ref.4.3.4.9.39	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17588	מחיצת	ref.4.3.4.9.40	heb	מחצית_1	מחצית_1_QUANTIFIER	mHcyt_1_QUANTIFIER	מחיצת	at_1_AT_PREP									מחיצת	QUANTIFIER					f	sg		cstr					
17589	הקנים	ref.4.3.4.9.41	heb	קנה_1	קנה_1_NOUN	qnh_1_NOUN	ה-קנים	mHcyt_1_QUANTIFIER	ה-							ה	קנים	NOUN					m	pl		abs					
17590	שהיא	ref.4.3.4.9.42	heb	הוא_1	הוא_1_PRONOUN	hwa_1_PRONOUN	ש-היא	qnh_1_NOUN	ש-		ש						היא	PRONOUN				3	f	sg							
17591	בית	ref.4.3.4.9.43	heb	בית_1	בית_1_NOUN	byt_1_NOUN	בית	hwa_1_PRONOUN									בית	NOUN					m	sg		cstr					
17592	רובע	ref.4.3.4.9.44	heb	רובע_1	רובע_1_NUMERAL	rwbe_1_NUMERAL	רובע	byt_1_NOUN									רובע	NUMERAL					m	sg		abs					
17593	ולא	ref.4.3.4.9.45	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	ו-לא	rwbe_1_NUMERAL	ו-	ו							לא	NEGATION													
17594	את	ref.4.3.4.9.46	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17595	השומרה	ref.4.3.4.9.47	heb	שומרה_1	שומרה_1_NOUN	Swmrh_1_NOUN	ה-שומרה	at_1_AT_PREP	ה-							ה	שומרה	NOUN					f	sg		abs					
17596	שהיא	ref.4.3.4.9.48	heb	הוא_1	הוא_1_PRONOUN	hwa_1_PRONOUN	ש-היא	Swmrh_1_NOUN	ש-		ש						היא	PRONOUN				3	f	sg							
17597	עשויה	ref.4.3.4.9.49	heb	עשוי_1	עשוי_1_ADJECTIVE	eSwy_1_ADJECTIVE	עשויה	hwa_1_PRONOUN									עשויה	ADJECTIVE	paal	עשה	passive		f	sg		abs					
17598	בטיט	ref.4.3.4.9.50	heb	טיט_1	טיט_1_NOUN	TyT_1_NOUN	ב-טיט	eSwy_1_ADJECTIVE	ב-					ב			טיט	NOUN					m	sg		abs					
17599	ולא	ref.4.3.4.9.51	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	ו-לא	TyT_1_NOUN	ו-	ו							לא	NEGATION													
17600	את	ref.4.3.4.9.52	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17601	החרוב	ref.4.3.4.9.53	heb	חרוב_1	חרוב_1_NOUN	Hrwb_1_NOUN	ה-חרוב	at_1_AT_PREP	ה-							ה	חרוב	NOUN					m	sg		abs					
17602	המורכב	ref.4.3.4.9.54	heb	מורכב_1	מורכב_1_ADJECTIVE	mwrkb_1_ADJECTIVE	ה-מורכב	Hrwb_1_NOUN	ה-							ה	מורכב	ADJECTIVE	hofal	רכב			m	sg		abs					
17603	ולא	ref.4.3.4.9.55	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	ו-לא	mwrkb_1_ADJECTIVE	ו-	ו							לא	NEGATION													
17604	את	ref.4.3.4.9.56	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17605	סדן	ref.4.3.4.9.57	heb	סדן_1	סדן_1_NOUN	sdN_1_NOUN	סדן	at_1_AT_PREP									סדן	NOUN					m	sg		cstr					
17606	השקמה	ref.4.3.4.9.58	heb	שקמה_1	שקמה_1_NOUN	Sqmh_1_NOUN	ה-שקמה	sdN_1_NOUN	ה-							ה	שקמה	NOUN					f	sg		abs					
17607	ולא	ref.4.3.4.9.59	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	ו-לא	Sqmh_1_NOUN	ו-	ו							לא	NEGATION													
17608	את	ref.4.3.4.9.60	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17609	הבור	ref.4.3.4.9.61	heb	בור_1	בור_1_NOUN	bwr_1_NOUN	ה-בור	at_1_AT_PREP	ה-							ה	בור	NOUN					m	sg		abs					
17610	ולא	ref.4.3.4.9.62	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	ו-לא	bwr_1_NOUN	ו-	ו							לא	NEGATION													
17611	את	ref.4.3.4.9.63	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17612	הגת	ref.4.3.4.9.64	heb	גת_1	גת_1_NOUN	gt_1_NOUN	ה-גת	at_1_AT_PREP	ה-							ה	גת	NOUN					f	sg		abs					
17613	ולא	ref.4.3.4.9.65	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	ו-לא	gt_1_NOUN	ו-	ו							לא	NEGATION													
17614	את	ref.4.3.4.9.66	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	la_1_NEGATION									את	AT_PREP													
17615	השובך	ref.4.3.4.9.67	heb	שובך_1	שובך_1_NOUN	SwbK_1_NOUN	ה-שובך	at_1_AT_PREP	ה-							ה	שובך	NOUN					m	sg		abs					
17616	בין	ref.4.3.4.9.68	heb	בין_1	בין_1_PREPOSITION	byN_1_PREPOSITION	בין	SwbK_1_NOUN									בין	PREPOSITION													
17617	חרבין	ref.4.3.4.9.69	heb	חרב_1	חרב_1_ADJECTIVE	Hrb_1_ADJECTIVE	חרבין	byN_1_PREPOSITION									חרבין	ADJECTIVE	paal	חרב	stative		m	pl		abs					
17618	בין	ref.4.3.4.9.70	heb	בין_1	בין_1_PREPOSITION	byN_1_PREPOSITION	בין	Hrb_1_ADJECTIVE									בין	PREPOSITION													
17619	ישובין	ref.4.3.4.9.71	heb	ישוב_1	ישוב_1_ADJECTIVE	ySwb_1_ADJECTIVE	ישובין	byN_1_PREPOSITION									ישובין	ADJECTIVE	paal	שוב	passive		m	pl		abs					
17620	וצריך	ref.4.3.4.9.72	heb	צריך_1	צריך_1_MODAL	cryK_1_MODAL	ו-צריך	ySwb_1_ADJECTIVE	ו-	ו							צריך	MODAL				ANY	m	sg	PRESENT						
17621	ליקח	ref.4.3.4.9.73	heb	לקח_1	לקח_1_VERB	lqH_1_VERB	ליקח	cryK_1_MODAL									ליקח	VERB	paal	לקח					TOINF						
17622	לו	ref.4.3.4.9.74	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	lqH_1_VERB									ל	PREPOSITION									pronomial	ו	3	m	sg
17623	דרך	ref.4.3.4.9.75	heb	דרך_1	דרך_1_NOUN	drK_1_NOUN	דרך	l_1_PREPOSITION									דרך	NOUN					f	sg		abs					
17624	דברי	ref.4.3.4.9.76	heb	דבר_1	דבר_1_NOUN	dbr_1_NOUN	דברי	drK_1_NOUN									דברי	NOUN					m	pl		cstr					
17625	רבי	ref.4.3.4.9.77	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	dbr_1_NOUN									רבי	TITULAR					m	sg							
17626	עקיבא	ref.4.3.4.9.78	heb	עקיבא_1	עקיבא_1_PROPERNAME	eqyba_1_PROPERNAME	עקיבא	rby_1_TITULAR									עקיבא	PROPERNAME					m	sg							
17627	וחכמים	ref.4.3.4.9.79	heb	חכם_1	חכם_1_NOUN	HkM_1_NOUN	ו-חכמים	eqyba_1_PROPERNAME	ו-	ו							חכמים	NOUN					m	pl		abs					
17628	אומרים	ref.4.3.4.9.80	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומרים	HkM_1_NOUN									אומרים	VERB	paal	אמר		ANY	m	pl	PRESENT						
17629	אינו	ref.4.3.4.9.81	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	אינ+ו	amr_1_VERB									אינ	COPULA				3	m	sg	PRESENT		pronomial	ו	3	m	sg
17630	צריך	ref.4.3.4.9.82	heb	צריך_1	צריך_1_MODAL	cryK_1_MODAL	צריך	ayN_1_COPULA									צריך	MODAL				ANY	m	sg	PRESENT						
17631	ומודה	ref.4.3.4.9.83	heb	הודה_1	הודה_1_VERB	hwdh_1_VERB	ו-מודה	cryK_1_MODAL	ו-	ו							מודה	VERB	hifil	ודה		ANY	m	sg	PRESENT						
17632	רבי	ref.4.3.4.9.84	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	hwdh_1_VERB									רבי	TITULAR					m	sg							
17633	עקיבא	ref.4.3.4.9.85	heb	עקיבא_1	עקיבא_1_PROPERNAME	eqyba_1_PROPERNAME	עקיבא	rby_1_TITULAR									עקיבא	PROPERNAME					m	sg							
17634	בזמן	ref.4.3.4.9.86	heb	זמן_1	זמן_1_NOUN	zmN_1_NOUN	ב-זמן	eqyba_1_PROPERNAME	ב-					ב			זמן	NOUN					m	sg		abs					
17635	שאמר	ref.4.3.4.9.87	heb	אמר_1	אמר_1_VERB	amr_1_VERB	ש-אמר	zmN_1_NOUN	ש-		ש						אמר	VERB	paal	אמר		3	m	sg	PAST						
17636	לו	ref.4.3.4.9.88	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	amr_1_VERB									ל	PREPOSITION									pronomial	ו	3	m	sg
17637	חוץ	ref.4.3.4.9.89	heb	חוץ_1	חוץ_1_PREPOSITION	HwC_1_PREPOSITION	חוץ	l_1_PREPOSITION									חוץ	PREPOSITION													
17638	מאלו	ref.4.3.4.9.90	heb	אלו_1	אלו_1_PRONOUN	alw_1_PRONOUN	מ-אלו	HwC_1_PREPOSITION	מ-					מ			אלו	PRONOUN				3	mf	pl							
17639	שאינו	ref.4.3.4.9.91	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	ש-אינ+ו	alw_1_PRONOUN	ש-		ש						אינ	COPULA				3	m	sg	PRESENT		pronomial	ו	3	m	sg
17640	צריך	ref.4.3.4.9.92	heb	צריך_1	צריך_1_MODAL	cryK_1_MODAL	צריך	ayN_1_COPULA									צריך	MODAL				ANY	m	sg	PRESENT						
17641	ליקח	ref.4.3.4.9.93	heb	לקח_1	לקח_1_VERB	lqH_1_VERB	ליקח	cryK_1_MODAL									ליקח	VERB	paal	לקח					TOINF						
17642	לו	ref.4.3.4.9.94	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	lqH_1_VERB									ל	PREPOSITION									pronomial	ו	3	m	sg
17643	דרך	ref.4.3.4.9.95	heb	דרך_1	דרך_1_NOUN	drK_1_NOUN	דרך	l_1_PREPOSITION									דרך	NOUN					f	sg		abs					
17644	מכרן	ref.4.3.4.9.96	heb	מכר_1	מכר_1_VERB	mkr_1_VERB	מכר+ן	drK_1_NOUN									מכר	VERB	paal	מכר		3	m	sg	PAST		accnom	ן	3	m	pl
17645	לאחר	ref.4.3.4.9.97	heb	אחר_1	אחר_1_PRONOUN	aHr_1_PRONOUN	ל-אחר	mkr_1_VERB	ל-					ל			אחר	PRONOUN					m	sg		abs					
17646	רבי	ref.4.3.4.9.98	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	aHr_1_PRONOUN									רבי	TITULAR					m	sg							
